Eng Displ,# Cyl,Comb Unadj FE - Conventional Fuel,# Gears,Max Ethanol % - Gasoline,Intake Valves Per Cyl,Exhaust Valves Per Cyl,Lockup Torque Converter,Carline Class Desc,Oil Viscosity,Calc Approach Desc,Label Recalc?
6.7,12,18.2398,8,10.0,2,2,Y,not provided,5W30,Derived 5-cycle label,N
3.0,6,29.854,7,10.0,2,2,N,Minicompact Cars,##-##,Derived 5-cycle label,N
6.2,8,22.4194,10,10.0,1,1,Y,Standard Pick-up Trucks 4WD,0W20,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,N
3.0,6,27.081,8,10.0,2,2,Y,Standard SUV 4WD,0W40,Derived 5-cycle label,N
3.0,6,28.968000000000004,10,,2,2,Y,Standard Pick-up Trucks 4WD,5W-30 FA-4,Derived 5-cycle label,N
3.5,6,28.1896,6,15.0,2,2,Y,Midsize Cars,0W-20,   ,N
,4,38.7928,7,10.0,2,2,Y,Small SUV 4WD,GF-5 0W-20,Derived 5-cycle label,N
2.0,4,40.5509,6,15.0,2,2,Y,Small SUV 2WD,SAE 5W20,Derived 5-cycle label,N
2.3,4,29.9605,10,15.0,2,2,Y,Subcompact Cars,##-##,Derived 5-cycle label,N
1.6,4,37.4285,7,15.0,2,2,N,not provided,SAE 5W-30 or GF-4,Derived 5-cycle label,N
,4,28.8619,8,15.0,2,2,Y,Small SUV 4WD,0W-20 VW50800,Vehicle Specific 5-cycle label,N
6.5,12,13.3398,7,15.0,2,2,Y,Two Seaters,##-##,Vehicle Specific 5-cycle label,N
3.5,6,40.8636,6,15.0,2,2,N,Standard SUV 4WD,0W-20,Derived 5-cycle label,N
3.0,6,29.4914,7,15.0,2,2,Y,Subcompact Cars,SAE 0W-20,Derived 5-cycle label,
6.2,8,24.9046,7,10.0,1,1,N,Two Seaters,##-##,Derived 5-cycle label,N
,4,30.938000000000002,9,15.0,2,2,Y,Small SUV 4WD,5W20 GF4,Derived 5-cycle label,N
2.0,4,36.7251,8,10.0,2,2,Y,Compact Cars,0W20,Derived 5-cycle label,N
5.0,8,23.8408,8,15.0,2,2,Y,Two Seaters,##-##,Derived 5-cycle label,N
6.0,12,20.4297,7,10.0,2,1,Y,Subcompact Cars,5W30 / 225.10,Vehicle Specific 5-cycle label,N
3.0,6,28.055,6,10.0,2,2,N,Subcompact Cars,##-##,Derived 5-cycle label,N
,4,32.1565,6,15.0,2,2,Y,Small SUV 4WD,SAE 5W-20 / API SN PLUS,Derived 5-cycle label,N
5.7,8,21.394000000000002,8,10.0,1,1,Y,Standard SUV 4WD,SAE 5W-20,Derived 5-cycle label,N
5.2,10,18.6193,7,15.0,2,2,Y,Two Seaters,##-##,Vehicle Specific 5-cycle label,N
1.5,4,38.0688,8,10.0,2,2,Y,Small SUV 2WD,0W20,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,N
3.6,6,27.6876,10,10.0,2,2,Y,not provided,5W30,   ,N
3.0,6,24.2834,9,10.0,2,2,Y,Standard SUV 4WD,5W30 DC225.10,Derived 5-cycle label,Y
,6,29.8458,8,10.0,2,2,Y,Small SUV 4WD,0W20,Derived 5-cycle label,N
3.6,6,29.0899,9,10.0,2,2,Y,"Special Purpose Vehicle, minivan 2WD",5W-20,Derived 5-cycle label,N
,6,27.8313,8,15.0,2,2,Y,Small SUV 4WD,5W30 ACEA A5,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,N
3.0,6,24.4859,7,10.0,2,2,N,Compact Cars,5W30,Derived 5-cycle label,N
3.7,6,27.914,7,10.0,2,2,Y,Midsize Cars,SAE 5W-30,   ,
2.4,4,37.9868,6,15.0,2,2,Y,not provided,5W20 GF-4,Derived 5-cycle label,N
1.4,4,44.8146,6,15.0,2,2,N,Compact Cars,0W20 VW 50800,   ,N
5.0,8,24.9663,10,85.0,2,2,Y,not provided,SAE 5W-20 / API SN Plus,Derived 5-cycle label,N
1.5,3,43.0468,6,10.0,2,2,N,Subcompact Cars,0W20,Derived 5-cycle label,N
3.3,6,25.2677,8,15.0,2,2,Y,Midsize Cars,5W30 ACEA A5,   ,N
,6,26.6851,8,10.0,2,2,Y,Standard SUV 2WD,5W30,Derived 5-cycle label,N
6.2,8,20.0858,8,10.0,1,1,Y,Midsize Cars,0W-40,   ,N
3.3,6,26.1538,6,15.0,2,2,Y,Small SUV 2WD,5W30/ACEA A5,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,N
,6,24.5471,10,15.0,2,2,Y,Standard SUV 4WD,SAE 5W-30 / API SN Plus,Derived 5-cycle label,N
2.0,4,32.1866,9,10.0,2,2,Y,not provided,0W30,   ,N
5.0,8,22.7512,8,15.0,2,2,Y,not provided,5W20 GF4,Derived 5-cycle label,N
3.5,6,39.3213,6,15.0,2,2,N,Standard SUV 4WD,0W-20,Vehicle Specific 5-cycle label,N
2.0,4,42.85,7,10.0,2,2,Y,Compact Cars,0W-20,   ,N
,4,31.281,6,10.0,2,2,Y,Small SUV 4WD,5W30,Derived 5-cycle label,N
1.5,4,43.2552,6,10.0,2,2,N,Midsize Cars,0W-20,   ,N
2.0,4,35.8387,8,10.0,2,2,Y,Compact Cars,0W20,Derived 5-cycle label,N
1.6,4,77.1931,6,15.0,2,2,N,not provided,SAE 0W-20 API SN,Vehicle Specific 5-cycle label,N
2.0,4,40.1011,7,10.0,2,2,Y,not provided,SAE 0W-20,Derived 5-cycle label,
5.0,8,24.3104,8,15.0,2,2,Y,Standard SUV 4WD,0W20,Derived 5-cycle label,N
3.8,6,26.9406,7,10.0,2,2,N,Minicompact Cars,##-##,Derived 5-cycle label,N
1.6,4,45.2334,1,10.0,2,2,Y,not provided,SAE 0W-20,   ,
2.0,4,26.834,8,10.0,2,2,Y,Compact Cars,GF-5 5W-30,   ,N
2.0,4,29.2436,8,15.0,2,2,Y,Small SUV 2WD,5W30,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,N
2.4,4,29.0146,8,15.0,2,2,Y,Standard SUV 4WD,GF-5 0W20,Derived 5-cycle label,N
,4,32.2641,9,10.0,2,2,Y,Small SUV 4WD,5W-40,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,N
2.5,4,27.1126,6,10.0,2,2,Y,not provided,5W30,Derived 5-cycle label,N
6.2,8,16.8416,8,10.0,1,1,Y,Standard SUV 4WD,0W-40,Derived 5-cycle label,N
1.5,3,34.449,6,10.0,2,2,N,not provided,0W20,   ,N
,4,34.2075,6,10.0,2,2,Y,Small SUV 4WD,0W20,Derived 5-cycle label,N
3.0,6,29.1178,7,10.0,2,2,N,Minicompact Cars,##-##,Derived 5-cycle label,N
3.9,8,22.866,7,10.0,2,2,N,Two Seaters,##-##,Derived 5-cycle label,N
2.0,4,30.7637,6,10.0,2,2,N,Subcompact Cars,##-##,Derived 5-cycle label,N
2.0,4,34.2125,8,10.0,2,2,Y,Subcompact Cars,##-##,Derived 5-cycle label,N
,4,32.3113,9,10.0,2,2,Y,Small SUV 4WD,0W20,Derived 5-cycle label,N
,6,22.9478,6,15.0,2,2,Y,Standard SUV 4WD,5W-30 API SN Plus,Derived 5-cycle label,N
3.0,6,27.5286,7,10.0,2,2,N,Minicompact Cars,##-##,Derived 5-cycle label,N
6.5,12,16.9418,7,10.0,2,2,N,Two Seaters,##-##,Derived 5-cycle label,N
2.0,4,49.7852,10,15.0,2,2,Y,Compact Cars,0W-16,   ,N
2.0,4,37.9376,6,10.0,2,2,Y,Subcompact Cars,0W20,Derived 5-cycle label,N
3.0,6,23.9588,7,10.0,2,2,N,Subcompact Cars,##-##,Derived 5-cycle label,N
5.0,8,15.2618,10,10.0,2,2,Y,Standard Pick-up Trucks 2WD,5W50 synthetic,Vehicle Specific 5-cycle label,N
3.7,6,19.8135,6,15.0,2,2,Y,"Vans, Passenger Type",5W20 / API SN Plus,Derived 5-cycle label,N
1.4,4,33.1552,6,10.0,2,2,Y,not provided,5W-40,Derived 5-cycle label,N
2.7,6,27.3221,6,15.0,2,2,Y,not provided,5W-30 API SN Plus,Derived 5-cycle label,N
3.6,6,28.7145,6,10.0,2,2,Y,not provided,5W30,Derived 5-cycle label,N
1.6,4,43.358999999999995,6,,2,2,Y,Small SUV 2WD,5W30,Derived 5-cycle label,N
2.0,4,33.3492,8,10.0,2,2,Y,Compact Cars,5W-30,   ,N
5.0,8,22.9647,6,15.0,2,2,N,Subcompact Cars,##-##,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,N
5.2,8,20.6769,6,15.0,2,2,N,Subcompact Cars,SAE 5W-50,Derived 5-cycle label,N
2.9,6,26.0666,8,10.0,2,2,Y,Standard SUV 4WD,0W40,Derived 5-cycle label,N
2.0,4,49.9225,8,,2,2,Y,Compact Cars,5W30,   ,N
3.6,6,22.0155,6,10.0,2,2,Y,Special Purpose Vehicle 2WD,5W30,Derived 5-cycle label,N
,6,24.6884,6,15.0,2,2,Y,Small SUV 4WD,5W30/ACEA A5,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,N
2.5,4,37.0488,6,10.0,2,2,Y,not provided,GF-5 0W-20,   ,N
2.5,4,29.2864,6,15.0,2,2,Y,Special Purpose Vehicle 2WD,5W20 API SN Plus,Derived 5-cycle label,N
2.0,4,32.7407,6,15.0,2,2,Y,Small SUV 2WD,0W-20,Derived 5-cycle label,N
5.7,8,18.4811,6,15.0,2,2,Y,Standard Pick-up Trucks 4WD,0W-20,Derived 5-cycle label,N
2.0,4,34.1863,8,10.0,2,2,Y,not provided,0W20,   ,N
3.9,8,21.8448,7,10.0,2,2,N,Minicompact Cars,##-##,Derived 5-cycle label,N
,6,26.69,8,10.0,2,2,Y,Small SUV 4WD,SAE 5W20,Derived 5-cycle label,N
3.7,6,24.0535,6,15.0,2,2,Y,Special Purpose Vehicle 4WD,5W-20 API SN Plus,Derived 5-cycle label,N
6.2,8,23.5456,10,10.0,1,1,Y,Standard Pick-up Trucks 4WD,0W20,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,N
,6,25.8897,6,10.0,2,2,N,Small SUV 4WD,SAE 5W20,Derived 5-cycle label,N
5.5,8,17.8852,7,10.0,2,2,Y,Standard SUV 4WD,5W-30 and 0W-40,Derived 5-cycle label,N
,8,22.0463,10,10.0,1,1,Y,Standard SUV 2WD,0W20,Derived 5-cycle label,N
,4,34.7836,8,10.0,2,2,Y,Small SUV 4WD,5W-30,Derived 5-cycle label,N
1.5,4,43.1882,1,10.0,2,2,Y,Midsize Cars,0W20,   ,N
,4,33.6464,6,10.0,2,2,Y,Small SUV 4WD,0W20,Derived 5-cycle label,N
1.5,4,45.3581,7,10.0,2,2,Y,Midsize Cars,0W-20,   ,N
3.8,6,23.5337,6,10.0,2,2,Y,Subcompact Cars,SAE 0W-40,Vehicle Specific 5-cycle label,
,6,24.9683,6,15.0,2,2,Y,Standard SUV 2WD,5W-20 API SN Plus,Derived 5-cycle label,N
,6,26.988000000000003,6,10.0,2,2,Y,Standard SUV 2WD,5W30,Derived 5-cycle label,N
3.6,6,27.2849,6,10.0,2,2,Y,not provided,5W30,Derived 5-cycle label,N
3.0,6,27.2566,6,15.0,2,2,Y,not provided,SAE 5W-30 / API SN Plus,   ,N
2.4,4,39.3276,6,15.0,2,2,Y,not provided,5W20 GF-4,Derived 5-cycle label,N
1.5,4,47.3216,1,10.0,2,2,Y,not provided,0W-20,Derived 5-cycle label,N
3.3,6,26.8575,6,15.0,2,2,Y,Small SUV 2WD,5W30/ACEA A5,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,N
2.0,4,32.4423,8,15.0,2,2,Y,Compact Cars,0W-20,   ,N
2.0,4,70.7194,1,10.0,2,2,Y,not provided,0W-20,Vehicle Specific 5-cycle label,N
2.5,4,71.7819,6,15.0,2,2,N,not provided,0W-16,   ,N
2.0,4,35.675,8,15.0,2,2,Y,Midsize Cars,5W20 GF4,   ,N
2.0,4,35.785,5,15.0,2,2,N,not provided,GF-5 0W-20,   ,N
5.3,8,22.4618,6,10.0,1,1,Y,Standard Pick-up Trucks 2WD,0W20,Derived 5-cycle label,N
1.6,4,41.1789,7,15.0,2,2,Y,not provided,SAE 0W-20,   ,
2.0,4,31.7258,8,15.0,2,2,Y,Small SUV 2WD,5W-30 API SN Plus,Derived 5-cycle label,N
2.0,4,34.035,8,10.0,2,2,Y,Midsize Cars,0W-30,   ,N
4.3,6,22.0996,6,10.0,1,1,Y,Standard Pick-up Trucks 4WD,5W30,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,N
1.4,4,45.8165,1,10.0,2,2,Y,Compact Cars,0W20,Derived 5-cycle label,N
2.7,6,25.6578,6,15.0,2,2,Y,not provided,5W-30 API SN Plus,Derived 5-cycle label,N
4.0,8,23.9575,8,15.0,2,2,Y,not provided,0W30 VW50200 / VW50400,   ,N
3.6,6,28.6678,8,10.0,2,2,Y,Standard Pick-up Trucks 2WD,SAE 5W20,Derived 5-cycle label,N
5.0,8,22.9647,6,15.0,2,2,N,Subcompact Cars,##-##,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,N
1.5,3,40.5483,6,10.0,2,2,Y,Minicompact Cars,##-##,Derived 5-cycle label,N
3.5,6,30.0241,8,15.0,2,2,Y,Midsize Cars,0W-20,   ,N
2.0,4,35.9038,7,15.0,2,2,Y,Midsize Cars,5W40 VW 50200,   ,N
5.6,8,22.728,7,10.0,2,2,Y,Standard Pick-up Trucks 4WD,SAE 0W-20,Derived 5-cycle label,
2.5,4,39.7953,6,10.0,2,2,Y,not provided,GF-5 0W-20,   ,N
1.5,3,37.2743,6,10.0,2,2,N,not provided,0W20,   ,N
3.5,6,26.2333,8,15.0,2,2,Y,"Special Purpose Vehicle, minivan 4WD",0W-20,Derived 5-cycle label,N
,6,27.3085,9,10.0,2,2,Y,Small SUV 4WD,0W-20,Derived 5-cycle label,N
1.6,4,50.0238,9,,2,2,Y,Compact Cars,5W30,Vehicle Specific 5-cycle label,N
3.6,6,20.932,8,10.0,2,2,Y,Special Purpose Vehicle cab chassis,5W30,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,N
3.0,6,30.5533,7,10.0,2,2,N,Minicompact Cars,##-##,Derived 5-cycle label,N
1.4,4,41.8187,6,15.0,2,2,N,not provided,0W20 VW 50800,Vehicle Specific 5-cycle label,N
,8,23.430999999999997,9,10.0,2,2,Y,Small SUV 4WD,5W40,Derived 5-cycle label,N
2.5,4,42.1659,1,15.0,2,2,Y,not provided,SAE 0W-20,   ,
3.3,6,28.2694,6,85.0,2,2,Y,not provided,SAE 5W-20 / API SN Plus,Derived 5-cycle label,N
2.0,4,31.7243,9,10.0,2,2,Y,Subcompact Cars,5W30,Derived 5-cycle label,N
3.0,6,31.945,8,10.0,2,2,Y,Compact Cars,0W20,Derived 5-cycle label,N
2.0,4,35.071999999999996,6,10.0,2,2,N,Subcompact Cars,0W20,Derived 5-cycle label,N
1.4,4,36.4506,6,10.0,2,2,Y,Minicompact Cars,##-##,Derived 5-cycle label,N
,8,22.6486,6,10.0,1,1,Y,Standard SUV 2WD,0W20,Derived 5-cycle label,N
3.0,6,23.566999999999997,6,15.0,2,2,N,Two Seaters,##-##,Derived 5-cycle label,N
6.8,8,14.1359,8,15.0,1,1,Y,Midsize Cars,0W40 / VW50200/VW50500,   ,N
3.5,6,28.9779,9,10.0,2,2,Y,Small SUV 4WD,0W-20,Derived 5-cycle label,N
3.7,6,25.9293,6,10.0,2,2,N,Two Seaters,##-##,Derived 5-cycle label,
2.0,4,35.8387,8,10.0,2,2,Y,not provided,0W20,Derived 5-cycle label,N
3.0,6,31.5315,8,10.0,2,2,Y,Subcompact Cars,##-##,Derived 5-cycle label,N
5.7,8,24.6535,8,10.0,1,1,Y,Midsize Cars,5W20,   ,N
3.5,6,30.0241,8,15.0,2,2,Y,Compact Cars,0W-20,   ,N
4.4,8,26.6286,8,10.0,2,2,Y,Midsize Cars,5W30,   ,N
2.0,4,34.4893,7,10.0,2,2,Y,Subcompact Cars,SAE 0W-30,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,
1.5,3,34.7485,8,10.0,2,2,Y,not provided,0W20,   ,N
1.4,4,43.8685,6,10.0,2,2,Y,Midsize Cars,0W20,   ,N
,8,18.9287,6,15.0,2,2,Y,Standard SUV 2WD,0W-20,Derived 5-cycle label,N
2.5,4,27.1126,6,10.0,2,2,Y,not provided,5W30,Derived 5-cycle label,N
3.0,6,26.908,7,10.0,2,2,N,Minicompact Cars,##-##,Derived 5-cycle label,N
3.6,6,30.596999999999998,9,10.0,2,2,Y,Midsize Cars,5W30,   ,N
,4,31.6376,9,15.0,2,2,Y,Small SUV 4WD,5W20 GF4,Derived 5-cycle label,N
3.5,6,39.7588,7,10.0,2,2,Y,Midsize Cars,0W-20,   ,N
3.6,6,26.7721,8,10.0,2,2,Y,Midsize Cars,5W30,   ,N
,4,31.6705,9,10.0,2,2,Y,Small SUV 4WD,0w-20,Derived 5-cycle label,N
3.5,6,28.7501,9,10.0,2,2,Y,Small SUV 2WD,0W-20,Derived 5-cycle label,N
4.0,6,23.8791,5,15.0,2,2,Y,Standard SUV 4WD,0W-20,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,N
1.2,3,50.8963,5,10.0,2,2,N,Compact Cars,0W20,   ,N
3.5,6,27.1795,6,10.0,2,2,Y,Standard Pick-up Trucks 4WD,0W-20,Derived 5-cycle label,N
,4,34.9668,6,10.0,2,2,Y,Small SUV 4WD,5W30,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,N
1.8,4,44.8909,1,15.0,2,2,Y,not provided,0W-20,   ,N
2.0,4,38.0111,6,10.0,2,2,Y,Minicompact Cars,##-##,Derived 5-cycle label,N
2.5,4,38.4822,7,10.0,2,2,Y,not provided,GF-5 0W-20,   ,N
2.0,4,33.003,9,10.0,2,2,Y,Subcompact Cars,5W30,Derived 5-cycle label,N
4.0,6,21.7295,7,10.0,2,2,N,Two Seaters,##-##,Derived 5-cycle label,N
2.9,6,26.4109,8,15.0,2,2,Y,Midsize Cars,0W20 VW50400,   ,N
4.4,8,26.6286,8,10.0,2,2,Y,Subcompact Cars,##-##,Derived 5-cycle label,N
4.0,8,24.0623,9,10.0,2,2,Y,not provided,5W40,Derived 5-cycle label,N
2.5,4,31.9863,6,15.0,2,2,Y,Small SUV 2WD,SAE 5W-20 / API SN Plus,Derived 5-cycle label,N
4.0,8,26.6603,8,10.0,2,2,Y,Minicompact Cars,##-##,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,N
3.0,6,28.8342,7,15.0,2,2,Y,Midsize Cars,SAE 0W-20,   ,
3.6,6,27.8792,8,10.0,2,2,Y,Standard Pick-up Trucks 4WD,SAE 5W20,Derived 5-cycle label,N
2.0,4,33.482,7,10.0,2,2,Y,Midsize Cars,SAE 0W-30,   ,
3.0,6,32.7013,7,15.0,2,2,N,Midsize Cars,0W-20 VW50800,   ,N
1.6,4,41.527,7,15.0,2,2,N,not provided,SAE 5W30,Vehicle Specific 5-cycle label,N
2.3,4,33.7662,10,15.0,2,2,Y,Subcompact Cars,##-##,Derived 5-cycle label,N
2.0,4,59.0909,6,15.0,2,2,N,Midsize Cars,SAE 5W-20 GF4,   ,N
2.5,4,37.1189,6,10.0,2,2,Y,Small SUV 2WD,GF-5 0W-20,Derived 5-cycle label,N
6.5,12,13.5174,7,15.0,2,2,Y,Two Seaters,##-##,Vehicle Specific 5-cycle label,N
1.5,3,42.9069,6,10.0,2,2,N,Subcompact Cars,0W20,Derived 5-cycle label,N
3.0,6,32.2184,10,,2,2,Y,Standard Pick-up Trucks 4WD,5W-30 FA-4,Derived 5-cycle label,N
3.0,6,26.272,6,10.0,2,2,N,Compact Cars,5W30,Derived 5-cycle label,N
2.0,4,35.8082,9,10.0,2,2,Y,Compact Cars,5W30,   ,N
3.0,6,35.504,9,10.0,2,2,Y,Compact Cars,0W20,   ,N
3.5,6,27.1315,6,85.0,2,2,Y,not provided,SAE 5W-20 / API SN Plus,Derived 5-cycle label,N
3.0,6,28.7859,9,10.0,2,2,Y,not provided,5W/40,Derived 5-cycle label,
,4,28.3207,6,15.0,2,2,Y,Small SUV 4WD,5W30 API SN Plus,Derived 5-cycle label,N
3.0,6,28.7931,8,10.0,2,2,N,not provided,0W40,Derived 5-cycle label,N
,4,35.7228,8,10.0,2,2,Y,Small SUV 4WD,0W20,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,N
3.0,6,29.3392,7,10.0,2,2,N,Minicompact Cars,##-##,Derived 5-cycle label,N
2.0,4,58.8846,6,15.0,2,2,N,Compact Cars,0W-16,   ,N
3.0,6,33.1487,7,10.0,2,2,N,Minicompact Cars,##-##,Derived 5-cycle label,N
2.0,4,36.7251,8,10.0,2,2,Y,Compact Cars,0W20,Derived 5-cycle label,N
2.0,4,33.2879,7,15.0,2,2,Y,Two Seaters,##-##,Vehicle Specific 5-cycle label,N
3.0,6,31.1907,7,10.0,2,2,N,Minicompact Cars,##-##,Derived 5-cycle label,N
3.3,6,26.5176,6,85.0,2,2,Y,Standard Pick-up Trucks 4WD,SAE 5W-20 / API SN Plus,Derived 5-cycle label,N
1.5,3,42.9069,6,10.0,2,2,N,Minicompact Cars,##-##,Derived 5-cycle label,N
3.0,6,30.4266,8,10.0,2,2,Y,not provided,0W20,   ,N
3.9,8,22.866,7,10.0,2,2,N,Two Seaters,##-##,Derived 5-cycle label,N
6.2,8,19.1873,7,10.0,1,1,N,Two Seaters,##-##,Derived 5-cycle label,N
2.0,4,32.5311,8,15.0,2,2,Y,Small SUV 2WD,5W-30 API SN Plus,Derived 5-cycle label,N
4.7,8,19.9283,9,10.0,2,2,Y,Standard SUV 4WD,5W-30 and 0W-40,Derived 5-cycle label,N
3.5,6,29.2351,8,15.0,2,2,Y,Standard SUV 4WD,0W-20,Derived 5-cycle label,N
3.0,6,27.3231,8,10.0,2,2,Y,Standard SUV 4WD,5W20 GF4,Derived 5-cycle label,N
2.5,4,32.6079,6,10.0,2,2,Y,not provided,5W30,Derived 5-cycle label,N
2.5,4,41.0557,1,15.0,2,2,Y,not provided,SAE 0W-20,   ,
6.2,8,20.1369,6,10.0,1,1,N,Subcompact Cars,##-##,Derived 5-cycle label,N
2.5,4,60.4742,6,15.0,2,2,N,Midsize Cars,0W-16,   ,N
,6,28.9743,1,15.0,2,2,Y,Small SUV 4WD,SAE 0W-20,Derived 5-cycle label,
,4,38.9253,6,,2,2,Y,Small SUV 4WD,0W-30,Vehicle Specific 5-cycle label,N
3.7,6,26.2121,6,15.0,2,2,Y,not provided,SAE 5W-20 / API SN Plus,Derived 5-cycle label,N
2.0,4,34.1863,8,10.0,2,2,Y,not provided,0W20,   ,N
2.5,4,38.4679,6,10.0,2,2,Y,Midsize Cars,5W30,   ,N
5.0,8,24.1063,10,15.0,2,2,Y,Subcompact Cars,5W-30,Derived 5-cycle label,N
